GDP,Population,Energy_production,Energy_consumption,CO2_emission,per_capita_production,Energy_intensity_by_GDP,balance,eficiency,energy_dependecy,use_intensity_pc,co2_pc,latitude,longitude,Year,Country,Energy_type,CODE_x,continent,clusters,energy_type
279.389,15182.6,0.15,0.155,0.0,104.341,5.67,-0.005,0.0,0.001,0.0,0.0,6.424,-66.59,1980-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
279.389,15182.6,5.0,0.812,0.0,104.341,5.67,4.188,0.0,0.003,0.0,0.0,6.424,-66.59,1980-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,3,3
279.389,15182.6,0.616,0.616,0.0,104.341,5.67,0.0,0.0,0.002,0.0,0.0,6.424,-66.59,1980-01-01,Venezuela,natural_gas,VEN,South America,3,2
279.389,15182.6,0.001,0.002,0.0,104.341,5.67,-0.0,0.0,0.0,0.0,0.0,6.424,-66.59,1980-01-01,Venezuela,coal,VEN,South America,1,4
278.376,15597.88,0.156,0.161,0.0,110.257,6.178,-0.005,0.0,0.001,0.0,0.0,6.424,-66.59,1981-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
278.376,15597.88,4.829,0.876,56.083,110.257,6.178,3.952,11.614,0.003,0.0,0.004,6.424,-66.59,1981-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
278.376,15597.88,0.681,0.681,32.669,110.257,6.178,0.0,47.955,0.002,0.0,0.002,6.424,-66.59,1981-01-01,Venezuela,natural_gas,VEN,South America,0,2
278.376,15597.88,0.001,0.001,0.746,110.257,6.178,0.0,517.122,0.0,0.0,0.0,6.424,-66.59,1981-01-01,Venezuela,coal,VEN,South America,1,4
272.61,16017.58,0.166,0.168,0.0,109.116,6.411,-0.002,0.0,0.001,0.0,0.0,6.424,-66.59,1982-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
272.61,16017.58,4.369,0.864,61.0,109.116,6.411,3.505,13.962,0.003,0.0,0.004,6.424,-66.59,1982-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
272.61,16017.58,0.715,0.715,36.145,109.116,6.411,0.0,50.581,0.003,0.0,0.002,6.424,-66.59,1982-01-01,Venezuela,natural_gas,VEN,South America,0,2
272.61,16017.58,0.002,0.001,0.702,109.116,6.411,0.0,467.598,0.0,0.0,0.0,6.424,-66.59,1982-01-01,Venezuela,coal,VEN,South America,1,4
266.744,16443.12,0.193,0.196,0.0,102.995,6.349,-0.004,0.0,0.001,0.0,0.0,6.424,-66.59,1983-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
266.744,16443.12,4.152,0.81,60.0,102.995,6.349,3.343,14.45,0.003,0.0,0.004,6.424,-66.59,1983-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
266.744,16443.12,0.686,0.686,37.914,102.995,6.349,0.0,55.267,0.003,0.0,0.002,6.424,-66.59,1983-01-01,Venezuela,natural_gas,VEN,South America,0,2
266.744,16443.12,0.001,0.002,0.384,102.995,6.349,-0.0,353.065,0.0,0.0,0.0,6.424,-66.59,1983-01-01,Venezuela,coal,VEN,South America,1,4
273.556,16876.7,0.203,0.207,0.0,100.99,6.23,-0.004,0.0,0.001,0.0,0.0,6.424,-66.59,1984-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
273.556,16876.7,4.125,0.769,56.0,100.99,6.23,3.356,13.576,0.003,0.0,0.003,6.424,-66.59,1984-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
273.556,16876.7,0.727,0.727,36.398,100.99,6.23,0.0,50.099,0.003,0.0,0.002,6.424,-66.59,1984-01-01,Venezuela,natural_gas,VEN,South America,0,2
273.556,16876.7,0.002,0.002,0.606,100.99,6.23,-0.0,403.924,0.0,0.0,0.0,6.424,-66.59,1984-01-01,Venezuela,coal,VEN,South America,1,4
274.085,17319.55,0.228,0.234,0.0,100.868,6.374,-0.006,0.0,0.001,0.0,0.0,6.424,-66.59,1985-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
274.085,17319.55,3.852,0.775,53.0,100.868,6.374,3.077,13.759,0.003,0.0,0.003,6.424,-66.59,1985-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
274.085,17319.55,0.736,0.736,38.546,100.868,6.374,0.0,52.37,0.003,0.0,0.002,6.424,-66.59,1985-01-01,Venezuela,natural_gas,VEN,South America,0,2
274.085,17319.55,0.002,0.002,0.618,100.868,6.374,-0.0,389.065,0.0,0.0,0.0,6.424,-66.59,1985-01-01,Venezuela,coal,VEN,South America,1,4
291.929,17772.0,0.26,0.267,0.0,105.96,6.451,-0.007,0.0,0.001,0.0,0.0,6.424,-66.59,1986-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
291.929,17772.0,4.15,0.812,54.0,105.96,6.451,3.338,13.011,0.003,0.0,0.003,6.424,-66.59,1986-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
291.929,17772.0,0.803,0.803,39.052,105.96,6.451,0.0,48.648,0.003,0.0,0.002,6.424,-66.59,1986-01-01,Venezuela,natural_gas,VEN,South America,0,2
291.929,17772.0,0.002,0.002,0.863,105.96,6.451,-0.0,514.684,0.0,0.0,0.0,6.424,-66.59,1986-01-01,Venezuela,coal,VEN,South America,1,4
302.385,18232.72,0.318,0.324,0.0,105.287,6.348,-0.006,0.0,0.001,0.0,0.0,6.424,-66.59,1987-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
302.385,18232.72,4.067,0.811,56.0,105.287,6.348,3.256,13.769,0.003,0.0,0.003,6.424,-66.59,1987-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
302.385,18232.72,0.782,0.782,42.59,105.287,6.348,0.0,54.43,0.003,0.0,0.002,6.424,-66.59,1987-01-01,Venezuela,natural_gas,VEN,South America,0,2
302.385,18232.72,0.004,0.002,0.912,105.287,6.348,0.002,256.132,0.0,0.0,0.0,6.424,-66.59,1987-01-01,Venezuela,coal,VEN,South America,1,4
319.987,18698.85,0.35,0.355,0.0,103.274,6.035,-0.005,0.0,0.001,0.0,0.0,6.424,-66.59,1988-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
319.987,18698.85,4.423,0.793,56.0,103.274,6.035,3.63,12.66,0.002,0.0,0.003,6.424,-66.59,1988-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
319.987,18698.85,0.781,0.781,41.516,103.274,6.035,0.0,53.138,0.002,0.0,0.002,6.424,-66.59,1988-01-01,Venezuela,natural_gas,VEN,South America,0,2
319.987,18698.85,0.032,0.002,0.852,103.274,6.035,0.031,26.559,0.0,0.0,0.0,6.424,-66.59,1988-01-01,Venezuela,coal,VEN,South America,1,4
292.565,19166.47,0.358,0.362,0.0,107.237,7.025,-0.004,0.0,0.001,0.0,0.0,6.424,-66.59,1989-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
292.565,19166.47,4.436,0.776,54.0,107.237,7.025,3.66,12.174,0.003,0.0,0.003,6.424,-66.59,1989-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
292.565,19166.47,0.916,0.916,41.453,107.237,7.025,0.0,45.26,0.003,0.0,0.002,6.424,-66.59,1989-01-01,Venezuela,natural_gas,VEN,South America,0,2
292.565,19166.47,0.063,0.001,0.758,107.237,7.025,0.061,12.121,0.0,0.0,0.0,6.424,-66.59,1989-01-01,Venezuela,coal,VEN,South America,1,4
311.488,19632.68,0.381,0.384,0.0,106.003,6.681,-0.003,0.0,0.001,0.0,0.0,6.424,-66.59,1990-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
311.488,19632.68,4.96,0.79,53.0,106.003,6.681,4.17,10.686,0.003,0.0,0.003,6.424,-66.59,1990-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
311.488,19632.68,0.906,0.906,48.593,106.003,6.681,0.0,53.622,0.003,0.0,0.002,6.424,-66.59,1990-01-01,Venezuela,natural_gas,VEN,South America,0,2
311.488,19632.68,0.064,0.001,0.606,106.003,6.681,0.063,9.408,0.0,0.0,0.0,6.424,-66.59,1990-01-01,Venezuela,coal,VEN,South America,1,4
341.795,20096.3,0.46,0.462,0.0,110.1,6.473,-0.002,0.0,0.001,0.0,0.0,6.424,-66.59,1991-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
341.795,20096.3,5.497,0.804,54.0,110.1,6.473,4.693,9.823,0.002,0.0,0.003,6.424,-66.59,1991-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
341.795,20096.3,0.945,0.945,48.08,110.1,6.473,0.0,50.877,0.003,0.0,0.002,6.424,-66.59,1991-01-01,Venezuela,natural_gas,VEN,South America,0,2
341.795,20096.3,0.064,0.001,0.457,110.1,6.473,0.063,7.146,0.0,0.0,0.0,6.424,-66.59,1991-01-01,Venezuela,coal,VEN,South America,1,4
362.51,20557.72,0.484,0.485,0.0,108.053,6.128,-0.001,0.0,0.001,0.0,0.0,6.424,-66.59,1992-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
362.51,20557.72,5.497,0.826,54.0,108.053,6.128,4.671,9.824,0.002,0.0,0.003,6.424,-66.59,1992-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
362.51,20557.72,0.909,0.909,50.14,108.053,6.128,0.0,55.144,0.003,0.0,0.002,6.424,-66.59,1992-01-01,Venezuela,natural_gas,VEN,South America,0,2
362.51,20557.72,0.072,0.001,0.447,108.053,6.128,0.071,6.199,0.0,0.0,0.0,6.424,-66.59,1992-01-01,Venezuela,coal,VEN,South America,1,4
363.508,21016.93,0.484,0.486,0.0,109.245,6.316,-0.002,0.0,0.001,0.0,0.0,6.424,-66.59,1993-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
363.508,21016.93,5.705,0.838,56.0,109.245,6.316,4.867,9.816,0.002,0.0,0.003,6.424,-66.59,1993-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
363.508,21016.93,0.971,0.971,48.242,109.245,6.316,0.0,49.7,0.003,0.0,0.002,6.424,-66.59,1993-01-01,Venezuela,natural_gas,VEN,South America,0,2
363.508,21016.93,0.112,0.001,0.418,109.245,6.316,0.111,3.721,0.0,0.0,0.0,6.424,-66.59,1993-01-01,Venezuela,coal,VEN,South America,1,4
354.968,21474.53,0.524,0.526,0.0,113.349,6.857,-0.003,0.0,0.001,0.0,0.0,6.424,-66.59,1994-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
354.968,21474.53,6.019,0.863,55.0,113.349,6.857,5.156,9.138,0.002,0.0,0.003,6.424,-66.59,1994-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
354.968,21474.53,1.044,1.044,51.5,113.349,6.857,0.0,49.353,0.003,0.0,0.002,6.424,-66.59,1994-01-01,Venezuela,natural_gas,VEN,South America,2,2
354.968,21474.53,0.126,0.001,0.441,113.349,6.857,0.125,3.504,0.0,0.0,0.0,6.424,-66.59,1994-01-01,Venezuela,coal,VEN,South America,1,4
368.995,21931.07,0.525,0.529,0.0,112.769,6.702,-0.004,0.0,0.001,0.0,0.0,6.424,-66.59,1995-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
368.995,21931.07,6.386,0.883,57.0,112.769,6.702,5.504,8.925,0.002,0.0,0.003,6.424,-66.59,1995-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
368.995,21931.07,1.06,1.06,55.365,112.769,6.702,0.0,52.219,0.003,0.0,0.003,6.424,-66.59,1995-01-01,Venezuela,natural_gas,VEN,South America,2,2
368.995,21931.07,0.12,0.001,0.557,112.769,6.702,0.118,4.656,0.0,0.0,0.0,6.424,-66.59,1995-01-01,Venezuela,coal,VEN,South America,1,4
368.265,22385.65,0.551,0.555,0.0,114.926,6.986,-0.004,0.0,0.002,0.0,0.0,6.424,-66.59,1996-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
368.265,22385.65,6.827,0.872,61.0,114.926,6.986,5.955,8.935,0.002,0.0,0.003,6.424,-66.59,1996-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
368.265,22385.65,1.144,1.144,56.253,114.926,6.986,0.0,49.171,0.003,0.0,0.003,6.424,-66.59,1996-01-01,Venezuela,natural_gas,VEN,South America,2,2
368.265,22385.65,0.107,0.001,0.611,114.926,6.986,0.106,5.709,0.0,0.0,0.0,6.424,-66.59,1996-01-01,Venezuela,coal,VEN,South America,1,4
381.796,22837.72,0.579,0.583,0.0,116.629,6.976,-0.004,0.0,0.002,0.0,0.0,6.424,-66.59,1997-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
381.796,22837.72,7.564,0.896,59.0,116.629,6.976,6.668,7.8,0.002,0.0,0.003,6.424,-66.59,1997-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
381.796,22837.72,1.184,1.184,60.699,116.629,6.976,0.0,51.284,0.003,0.0,0.003,6.424,-66.59,1997-01-01,Venezuela,natural_gas,VEN,South America,2,2
381.796,22837.72,0.151,0.001,0.61,116.629,6.976,0.15,4.025,0.0,0.0,0.0,6.424,-66.59,1997-01-01,Venezuela,coal,VEN,South America,1,4
382.919,23288.57,0.585,0.587,0.0,120.836,7.349,-0.002,0.0,0.002,0.0,0.0,6.424,-66.59,1998-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
382.919,23288.57,7.314,0.903,59.0,120.836,7.349,6.411,8.067,0.002,0.0,0.003,6.424,-66.59,1998-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
382.919,23288.57,1.322,1.322,62.796,120.836,7.349,0.0,47.488,0.003,0.0,0.003,6.424,-66.59,1998-01-01,Venezuela,natural_gas,VEN,South America,2,2
382.919,23288.57,0.219,0.002,0.574,120.836,7.349,0.218,2.615,0.0,0.0,0.0,6.424,-66.59,1998-01-01,Venezuela,coal,VEN,South America,1,4
360.057,23739.82,0.613,0.614,0.0,111.404,7.345,-0.001,0.0,0.002,0.0,0.0,6.424,-66.59,1999-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
360.057,23739.82,6.588,0.902,59.0,111.404,7.345,5.685,8.956,0.003,0.0,0.002,6.424,-66.59,1999-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
360.057,23739.82,1.126,1.126,70.161,111.404,7.345,0.0,62.289,0.003,0.0,0.003,6.424,-66.59,1999-01-01,Venezuela,natural_gas,VEN,South America,2,2
360.057,23739.82,0.205,0.002,0.367,111.404,7.345,0.203,1.787,0.0,0.0,0.0,6.424,-66.59,1999-01-01,Venezuela,coal,VEN,South America,1,4
373.332,24192.45,0.634,0.637,0.0,112.935,7.318,-0.002,0.0,0.002,0.0,0.0,6.424,-66.59,2000-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
373.332,24192.45,7.353,0.949,61.0,112.935,7.318,6.404,8.296,0.003,0.0,0.003,6.424,-66.59,2000-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
373.332,24192.45,1.144,1.144,59.762,112.935,7.318,0.0,52.237,0.003,0.0,0.002,6.424,-66.59,2000-01-01,Venezuela,natural_gas,VEN,South America,2,2
373.332,24192.45,0.232,0.002,0.319,112.935,7.318,0.23,1.377,0.0,0.0,0.0,6.424,-66.59,2000-01-01,Venezuela,coal,VEN,South America,1,4
386.004,24646.45,0.618,0.621,0.0,121.581,7.763,-0.002,0.0,0.002,0.0,0.0,6.424,-66.59,2001-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
386.004,24646.45,7.046,1.04,64.0,121.581,7.763,6.006,9.083,0.003,0.0,0.003,6.424,-66.59,2001-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
386.004,24646.45,1.334,1.334,60.699,121.581,7.763,0.0,45.511,0.003,0.0,0.002,6.424,-66.59,2001-01-01,Venezuela,natural_gas,VEN,South America,2,2
386.004,24646.45,0.223,0.002,0.471,121.581,7.763,0.221,2.112,0.0,0.0,0.0,6.424,-66.59,2001-01-01,Venezuela,coal,VEN,South America,1,4
351.821,25100.4,0.6,0.602,0.0,113.746,8.115,-0.002,0.0,0.002,0.0,0.0,6.424,-66.59,2002-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
351.821,25100.4,6.14,1.057,71.0,113.746,8.115,5.083,11.564,0.003,0.0,0.003,6.424,-66.59,2002-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
351.821,25100.4,1.195,1.195,70.763,113.746,8.115,0.0,59.22,0.003,0.0,0.003,6.424,-66.59,2002-01-01,Venezuela,natural_gas,VEN,South America,2,2
351.821,25100.4,0.217,0.002,0.457,113.746,8.115,0.215,2.107,0.0,0.0,0.0,6.424,-66.59,2002-01-01,Venezuela,coal,VEN,South America,1,4
324.536,25551.62,0.607,0.607,0.0,102.917,8.103,-0.0,0.0,0.002,0.0,0.0,6.424,-66.59,2003-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
324.536,25551.62,5.479,0.995,74.0,102.917,8.103,4.485,13.505,0.003,0.0,0.003,6.424,-66.59,2003-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
324.536,25551.62,1.026,1.026,63.399,102.917,8.103,0.0,61.776,0.003,0.0,0.002,6.424,-66.59,2003-01-01,Venezuela,natural_gas,VEN,South America,2,2
324.536,25551.62,0.217,0.002,0.372,102.917,8.103,0.216,1.709,0.0,0.0,0.0,6.424,-66.59,2003-01-01,Venezuela,coal,VEN,South America,1,4
383.883,25996.6,0.695,0.695,0.0,113.942,7.716,0.0,0.0,0.002,0.0,0.0,6.424,-66.59,2004-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
383.883,25996.6,6.018,1.122,73.0,113.942,7.716,4.896,12.131,0.003,0.0,0.003,6.424,-66.59,2004-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
383.883,25996.6,1.144,1.144,54.45,113.942,7.716,0.0,47.595,0.003,0.0,0.002,6.424,-66.59,2004-01-01,Venezuela,natural_gas,VEN,South America,2,2
383.883,25996.6,0.215,0.002,0.338,113.942,7.716,0.213,1.577,0.0,0.0,0.0,6.424,-66.59,2004-01-01,Venezuela,coal,VEN,South America,1,4
423.491,26432.45,0.764,0.764,0.0,113.672,7.095,0.001,0.0,0.002,0.0,0.0,6.424,-66.59,2005-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
423.491,26432.45,6.059,1.253,74.0,113.672,7.095,4.806,12.213,0.003,0.0,0.003,6.424,-66.59,2005-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
423.491,26432.45,0.986,0.986,60.699,113.672,7.095,0.0,61.557,0.002,0.0,0.002,6.424,-66.59,2005-01-01,Venezuela,natural_gas,VEN,South America,0,2
423.491,26432.45,0.212,0.001,0.336,113.672,7.095,0.21,1.588,0.0,0.0,0.0,6.424,-66.59,2005-01-01,Venezuela,coal,VEN,South America,1,4
465.3,26850.15,0.801,0.801,0.0,117.994,6.809,0.001,0.0,0.002,0.0,0.0,6.424,-66.59,2006-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
465.3,26850.15,5.864,1.27,79.0,117.994,6.809,4.594,13.471,0.003,0.0,0.003,6.424,-66.59,2006-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
465.3,26850.15,1.094,1.094,52.317,117.994,6.809,0.0,47.841,0.002,0.0,0.002,6.424,-66.59,2006-01-01,Venezuela,natural_gas,VEN,South America,2,2
465.3,26850.15,0.205,0.003,0.31,117.994,6.809,0.202,1.507,0.0,0.0,0.0,6.424,-66.59,2006-01-01,Venezuela,coal,VEN,South America,1,4
506.029,27247.6,0.813,0.813,0.0,109.789,5.912,0.0,0.0,0.002,0.0,0.0,6.424,-66.59,2007-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
506.029,27247.6,5.844,1.297,85.0,109.789,5.912,4.547,14.544,0.003,0.0,0.003,6.424,-66.59,2007-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
506.029,27247.6,0.872,0.876,58.021,109.789,5.912,-0.004,66.548,0.002,0.0,0.002,6.424,-66.59,2007-01-01,Venezuela,natural_gas,VEN,South America,0,2
506.029,27247.6,0.179,0.005,0.476,109.789,5.912,0.174,2.653,0.0,0.0,0.0,6.424,-66.59,2007-01-01,Venezuela,coal,VEN,South America,1,4
532.738,27635.82,0.847,0.846,0.0,114.848,5.958,0.001,0.0,0.002,0.0,0.0,6.424,-66.59,2008-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
532.738,27635.82,5.905,1.454,79.36,114.848,5.958,4.45,13.44,0.003,0.0,0.003,6.424,-66.59,2008-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
532.738,27635.82,0.809,0.867,46.481,114.848,5.958,-0.058,57.456,0.002,0.0,0.002,6.424,-66.59,2008-01-01,Venezuela,natural_gas,VEN,South America,0,2
532.738,27635.82,0.145,0.006,0.713,114.848,5.958,0.139,4.924,0.0,0.0,0.0,6.424,-66.59,2008-01-01,Venezuela,coal,VEN,South America,1,4
515.677,28031.0,0.831,0.83,0.0,111.005,6.034,0.0,0.0,0.002,0.0,0.0,6.424,-66.59,2009-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
515.677,28031.0,5.911,1.486,93.0,111.005,6.034,4.425,15.734,0.003,0.0,0.003,6.424,-66.59,2009-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
515.677,28031.0,0.719,0.789,46.025,111.005,6.034,-0.07,64.057,0.002,0.0,0.002,6.424,-66.59,2009-01-01,Venezuela,natural_gas,VEN,South America,0,2
515.677,28031.0,0.11,0.007,0.637,111.005,6.034,0.103,5.808,0.0,0.0,0.0,6.424,-66.59,2009-01-01,Venezuela,coal,VEN,South America,1,4
507.999,28439.93,0.742,0.743,0.0,109.322,6.12,-0.001,0.0,0.001,0.0,0.0,6.424,-66.59,2010-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
507.999,28439.93,5.665,1.546,93.0,109.322,6.12,4.119,16.418,0.003,0.0,0.003,6.424,-66.59,2010-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
507.999,28439.93,0.757,0.813,41.847,109.322,6.12,-0.056,55.258,0.002,0.0,0.001,6.424,-66.59,2010-01-01,Venezuela,natural_gas,VEN,South America,0,2
507.999,28439.93,0.093,0.008,0.742,109.322,6.12,0.085,7.958,0.0,0.0,0.0,6.424,-66.59,2010-01-01,Venezuela,coal,VEN,South America,1,4
529.216,28887.85,0.805,0.807,0.0,108.543,5.925,-0.002,0.0,0.002,0.0,0.0,6.424,-66.59,2011-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
529.216,28887.85,5.866,1.443,98.233,108.543,5.925,4.424,16.746,0.003,0.0,0.003,6.424,-66.59,2011-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
529.216,28887.85,0.797,0.878,43.125,108.543,5.925,-0.081,54.091,0.002,0.0,0.001,6.424,-66.59,2011-01-01,Venezuela,natural_gas,VEN,South America,0,2
529.216,28887.85,0.077,0.008,0.799,108.543,5.925,0.069,10.396,0.0,0.0,0.0,6.424,-66.59,2011-01-01,Venezuela,coal,VEN,South America,1,4
558.989,29360.82,0.773,0.776,0.0,115.775,6.081,-0.003,0.0,0.001,0.0,0.0,6.424,-66.59,2012-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
558.989,29360.82,5.882,1.672,90.03,115.775,6.081,4.21,15.306,0.003,0.0,0.003,6.424,-66.59,2012-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
558.989,29360.82,0.872,0.943,46.598,115.775,6.081,-0.071,53.414,0.002,0.0,0.002,6.424,-66.59,2012-01-01,Venezuela,natural_gas,VEN,South America,0,2
558.989,29360.82,0.056,0.008,0.881,115.775,6.081,0.048,15.659,0.0,0.0,0.0,6.424,-66.59,2012-01-01,Venezuela,coal,VEN,South America,1,4
566.497,29781.08,0.79,0.793,0.0,108.049,5.68,-0.003,0.0,0.001,0.0,0.0,6.424,-66.59,2013-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
566.497,29781.08,5.866,1.509,105.162,108.049,5.68,4.357,17.927,0.003,0.0,0.004,6.424,-66.59,2013-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
566.497,29781.08,0.838,0.907,50.034,108.049,5.68,-0.07,59.736,0.002,0.0,0.002,6.424,-66.59,2013-01-01,Venezuela,natural_gas,VEN,South America,0,2
566.497,29781.08,0.046,0.008,0.939,108.049,5.68,0.037,20.514,0.0,0.0,0.0,6.424,-66.59,2013-01-01,Venezuela,coal,VEN,South America,1,4
544.436,30043.0,0.606,0.604,0.0,101.765,5.616,0.003,0.0,0.001,0.0,0.0,6.424,-66.59,2014-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
544.436,30043.0,5.866,1.536,95.554,101.765,5.616,4.331,16.289,0.003,0.0,0.003,6.424,-66.59,2014-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
544.436,30043.0,0.84,0.91,48.148,101.765,5.616,-0.071,57.33,0.002,0.0,0.002,6.424,-66.59,2014-01-01,Venezuela,natural_gas,VEN,South America,0,2
544.436,30043.0,0.036,0.008,0.864,101.765,5.616,0.028,24.255,0.0,0.0,0.0,6.424,-66.59,2014-01-01,Venezuela,coal,VEN,South America,1,4
510.564,30081.82,0.692,0.689,0.0,101.726,5.994,0.003,0.0,0.001,0.0,0.0,6.424,-66.59,2015-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
510.564,30081.82,5.696,1.348,99.148,101.726,5.994,4.348,17.406,0.003,0.0,0.003,6.424,-66.59,2015-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
510.564,30081.82,0.998,1.017,48.305,101.726,5.994,-0.019,48.392,0.002,0.0,0.002,6.424,-66.59,2015-01-01,Venezuela,natural_gas,VEN,South America,0,2
510.564,30081.82,0.025,0.005,0.794,101.726,5.994,0.02,31.655,0.0,0.0,0.0,6.424,-66.59,2015-01-01,Venezuela,coal,VEN,South America,1,4
423.564,29851.25,0.576,0.573,0.0,98.287,6.927,0.004,0.0,0.001,0.0,0.0,6.424,-66.59,2016-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
423.564,29851.25,5.166,1.41,91.602,98.287,6.927,3.755,17.732,0.003,0.0,0.003,6.424,-66.59,2016-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
423.564,29851.25,1.056,0.946,53.979,98.287,6.927,0.11,51.092,0.002,0.0,0.002,6.424,-66.59,2016-01-01,Venezuela,natural_gas,VEN,South America,2,2
423.564,29851.25,0.023,0.005,0.543,98.287,6.927,0.018,23.779,0.0,0.0,0.0,6.424,-66.59,2016-01-01,Venezuela,coal,VEN,South America,1,4
357.184,29402.48,0.553,0.549,0.0,97.628,8.037,0.003,0.0,0.002,0.0,0.0,6.424,-66.59,2017-01-01,Venezuela,renewables_n_other,VEN,South America,3,0
357.184,29402.48,4.565,1.278,93.005,97.628,8.037,3.286,20.375,0.004,0.0,0.003,6.424,-66.59,2017-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
357.184,29402.48,1.04,1.04,50.209,97.628,8.037,0.0,48.298,0.003,0.0,0.002,6.424,-66.59,2017-01-01,Venezuela,natural_gas,VEN,South America,2,2
357.184,29402.48,0.018,0.003,0.453,97.628,8.037,0.014,25.501,0.0,0.0,0.0,6.424,-66.59,2017-01-01,Venezuela,coal,VEN,South America,1,4
287.1,28887.13,0.525,0.521,0.0,93.953,9.453,0.003,0.0,0.002,0.0,0.0,6.424,-66.59,2018-01-01,Venezuela,renewables_n_other,VEN,South America,1,0
287.1,28887.13,3.396,1.163,84.943,93.953,9.453,2.233,25.015,0.004,0.0,0.003,6.424,-66.59,2018-01-01,Venezuela,petroleum_n_other_liquids,VEN,South America,2,3
